property,sentence
0,"As PMAs are tightly tied to a given physical platform's organization, many details are inherently platform-specific, as is the means by which software can learn the PMA values for a platform."
0,The configuration string (Chapter 8) can encode PMAs for on-chip devices and might also describe on-chip controllers for offchip buses that can be dynamically interrogated to discover attached device PMAs.
0,"particularly legacy buses, do not support discovery of PMAs and so will give error responses or time out if an unsupported access is attempted."
0,"Typically, platform-specific machine-mode code will extract PMAs and ultimately present this information to higher-level less-privileged software using some standard representation."
0,"Where platforms support dynamic reconfiguration of PMAs, an interface will be provided to set the attributes by passing requests to a machine-mode driver that can correctly reconfigure the platform."
0,"For example, switching cacheability attributes on some memory regions might involve platform-specific operations, such as cache flushes, that are available only to machine-mode."
0,"The most important characterization of a given memory address range is whether it holds regular main memory, or I/O devices, or is empty."
1,"Regular main memory is required to have a number of properties, specified below, whereas I/O devices can have a much broader range of attributes."
0,"Memory regions that do not fit into regular main memory, for example, device scratchpad RAMs, are categorized as I/O regions."
0,Empty regions are also classified as I/O regions but with attributes specifying that no accesses are supported.
0,"Access types specify which access widths, from 8-bit byte to long multi-word burst, are supported, and also whether misaligned accesses are supported for each access width."
0,"Although software running on a RISC-V hart cannot directly generate bursts to memory, software might have to program DMA engines to access I/O devices and might therefore need to know which access sizes are supported."
0,"Main memory regions always support read, write, and execute of all access widths required by the attached devices."
0,"In some cases, the design of a processor or device accessing main memory might support other widths, but must be able to function with the types supported by the main memory."
0,"I/O regions can specify which combinations of read, write, or execute accesses to which data widths are supported."
0,Atomicity PMAs describes which atomic instructions are supported in this address region.
0,Main memory regions must support the atomic operations required by the processors attached.
0,I/O regions may only support a subset or none of the processor-supported atomic operations.
0,Support for atomic instructions is divided into two categories: LR/SC and AMOs.
0,"AMOs, there are four levels of support: AMONone, AMOSwap, AMOLogical, and AMOArithmetic."
0,AMONone indicates that no AMO operations are supported.
0,AMOSwap indicates that only amoswap instructions are supported in this address range.
0,"AMOLogical indicates that swap instructions plus all the logical AMOs (amoand, amoor, amoxor) are supported."
0,AMOArithmetic indicates that all RISC-V AMOs are supported.
1,"For each level of support, naturally aligned AMOs of a given width are supported if the underlying memory region supports reads and writes of that width."
0,Table 3.7: Classes of AMOs supported by I/O regions.
0,Main memory regions must always support all AMOs required by the processor.
0,We recommend providing at least AMOLogical support for I/O regions where possible.
0,"Most I/O regions will not support LR/SC accesses, as these are most conveniently built on top of a cache-coherence scheme."
0,Regions of the address space are classified as either main memory or I/O for the purposes of ordering by the FENCE instruction and atomic-instruction ordering bits.
0,"Accesses by one hart to main memory regions are observable not only by other harts but also by other devices with the capability to initiate requests in the main memory system (e.g., DMA engines)."
0,Main memory regions always have the standard RISC-V relaxed memory model.
0,"Accesses by one hart to the I/O space are observable not only by other harts and bus mastering devices, but also by targeted slave I/O devices."
0,"Within I/O, regions may further be classified as implementing either relaxed or strong ordering."
0,A relaxed I/O region has no ordering guarantees on how memory accesses made by one hart are observable by different harts or I/O devices beyond those enforced by FENCE and AMO instructions.
0,A strongly ordered I/O region ensures that all accesses made by a hart to that region are only observable in program order by all other harts or I/O devices.
0,"Each strongly ordered I/O region specifies a numbered ordering channel, which is a mechanism by which ordering guarantees can be provided between different I/O regions."
0,"Channel 0 is used to indicate point-to-point strong ordering only, where only accesses by the hart to the single associated I/O region are strongly ordered."
0,Channel 1 is used to provide global strong ordering across all I/O regions.
0,"Any accesses by a hart to any I/O region associated with channel 1 can only be observed to have occurred in program order by all other harts and I/O devices, including relative to accesses made by that hart to relaxed I/O regions or strongly ordered I/O regions with different channel numbers."
0,"In other words, any access to a region in channel 1 is equivalent to executing a fence io,io instruction before and after the instruction."
0,Other larger channel numbers provide program ordering to accesses by that hart across any regions with the same channel number.
0,Systems might support dynamic configuration of ordering properties on each memory region.
0,increased performance compared to insertion of explicit ordering instructions when the implementation is known to not reorder accesses.
0, Local strong ordering (channel 0) is the default form of strong ordering as it is often straightforward to provide if there is only a single in-order communication path between the hart and the I/O device.
0," Generally, different strongly ordered I/O regions can share the same ordering channel without additional ordering hardware if they share the same interconnect path and the path does not reorder requests."
0,"Coherence is a property defined for a single physical address, and indicates that writes to that address by one agent will eventually be made visible to other agents in the system."
0,"Coherence is not to be confused with the memory consistency model of a system, which defines what values a memory read can return given the previous history of reads and writes to the entire memory system."
0,"In RISC-V platforms, the use of hardware-incoherent regions is discouraged due to software complexity, performance, and energy impacts."
1,"The cacheability of a memory region should not affect the software view of the region except for differences reflected in other PMAs, such as main memory versus I/O classification, memory ordering, supported accesses and atomic operations, and coherence."
0,"For this reason, we treat cacheability as a platform-level setting managed by machine-mode software only."
1,"Where a platform supports configurable cacheability settings for a memory region, a platformspecific machine-mode routine will change the settings and flush caches if necessary, so the system is only incoherent during the transition between cacheability settings."
0,This transitory state should not be visible to lower privilege levels.
0,"We categorize RISC-V caches into three types: master-private, shared, and slave-private."
0,"Master-private caches are attached to a single master agent, i.e., one that issues read/write requests to the memory system."
1,Shared caches are located inbetween masters and slaves and may be hierarchically organized.
1,"Slave-private caches do not impact coherence, as they are local to a single slave and do not affect other PMAs at a master, so are not considered further here."
0, Coherence is straightforward to provide for a shared memory region that is not cached by any agent.
0,The PMA for such a region would simply indicate it should not be cached in a private or shared cache.
0," Coherence is also straightforward for read-only regions, which can be safely cached by multiple agents without requiring a cache-coherence scheme."
0,"The PMA for this region would indicate that it can be cached, but that writes are not supported."
0," Some read-write regions might only be accessed by a single agent, in which case they can be cached privately by that agent without requiring a coherence scheme."
0,The PMA for such regions would indicate they can be cached.
1,"The data can also be cached in a shared cache, as other agents should not access the region."
1," If an agent can cache a read-write region that is accessible by other agents, whether caching or non-caching, a cache-coherence scheme is required to avoid use of stale values."
0,"In regions lacking hardware cache coherence (hardware-incoherent regions), cache coherence can be implemented entirely in software, but software coherence schemes are notoriously difficult to implement correctly and often have severe performance impacts due to the need for conservative software-directed cache-flushing."
0,"Hardware cache-coherence schemes require more complex hardware and can impact performance due to the cache-coherence probes, but are otherwise invisible to software."
0," For each hardware cache-coherent region, the PMA would indicate that the region is coherent and which hardware coherence controller to use if the system has multiple coherence controllers."
0,"For some systems, the coherence controller might be an outer-level shared cache, which might itself access further outer-level cache-coherence controllers hierarchically."
0," Most memory regions within a platform will be coherent to software, because they will be fixed as either uncached, read-only, hardware cache-coherent, or only accessed by one agent."
0,Idempotency PMAs describe whether reads and writes to an address region are idempotent.
0,Main memory regions are assumed to be idempotent.
0,"For I/O regions, idempotency on reads and writes can be specified separately (e.g., reads are idempotent but writes are not)."
1,"If accesses are nonidempotent, i.e., there is potentially a side effect on any read or write access, then speculative or redundant accesses must be avoided."
0,"For the purposes of defining the idempotency PMAs, changes in observed memory ordering created by redundant accesses are not considered a side effect."
1,"While hardware should always be designed to avoid speculative or redundant accesses to memory regions marked as non-idempotent, it is also necessary to ensure software or compiler optimizations do not generate spurious accesses to non-idempotent memory regions."
0,"Non-idempotent regions might not support misaligned accesses, in which case software might emulate misaligned accesses as a sequence of aligned accesses, each possibly causing side effects."
0,"Therefore, portable software should not issue misaligned accesses to non-idempotent regions."
0,"To support secure processing and contain faults, it is desirable to limit the physical addresses accessible by software running on a hart."
0,"An optional physical memory protection (PMP) unit provides per-hart machine-mode control registers to allow physical memory access privileges (read, write, execute) to be specified for each physical memory region."
0,The PMP values are checked in parallel with the PMA checks described in Section 3.5.
0,"The granularity of PMP access control settings are platform-specific and within a platform may vary by physical memory region, but the standard PMP encoding supports regions as small as four bytes."
0,"Certain regions' privileges can be hardwired-for example, some regions might only ever be visible in machine mode but in no lower-privilege layers."
0,"Platforms vary widely in demands for physical memory protection, and some platforms may provide other PMP structures in addition to or instead of the scheme described in this section."
0,"PMP checks are applied to all accesses when the hart is running in S or U modes, and for loads and stores when the MPRV bit is set in the mstatus register and the MPP field in the mstatus register contains S or U. PMP checks are also applied to page-table accesses for virtual-address translation, for which the effective privilege mode is S. Optionally, PMP checks may additionally apply to M-mode accesses, in which case the PMP registers themselves are locked, so that even M-mode software cannot change them without a system reset."
0,"In effect, PMP can grant permissions to S and U modes, which by default have none, and can revoke permissions from M-mode, which by default has full permissions."
0,PMP entries are described by an 8-bit configuration register and one XLEN-bit address register.
0,Some PMP settings additionally use the address register associated with the preceding PMP entry.
0,Up to 16 PMP entries are supported.
1,"If any PMP entries are implemented, then all PMP CSRs must be implemented, but all PMP CSR fields are WARL and may be hardwired to zero."
0,PMP CSRs are only accessible to M-mode.
0,The PMP configuration registers are densely packed into CSRs to minimize context-switch time.
0,"For RV32, four CSRs, pmpcfg0-pmpcfg3, hold the configurations pmp0cfg-pmp15cfg for the 16 PMP entries, as shown in Figure 3.23."
0,"For RV64, pmpcfg0 and pmpcfg2 hold the configurations for the 16 PMP entries, as shown in Figure 3.24; pmpcfg1 and pmpcfg3 are illegal."
0,"RV64 systems use pmpcfg2, rather than pmpcfg1, to hold configurations for PMP entries 8-15."
0,"This design reduces the cost of supporting multiple M-XLEN values, since the configurations for PMP entries 8-11 appear in pmpcfg2[31:0] for both RV32 and RV64."
0,The PMP address registers are CSRs named pmpaddr0-pmpaddr15.
0,"Each PMP address register encodes bits 33-2 of a 34-bit physical address for RV32, as shown in Figure 3.25."
0,"For RV64, each PMP address register encodes bits 55-2 of a 56-bit physical address, as shown in Figure 3.26."
0,"Not all physical address bits may be implemented, and so the pmpaddr registers are WARL."
0,"The Sv32 page-based virtual-memory scheme described in Section 4.3 supports 34-bit physical addresses for RV32, so the PMP scheme must support addresses wider than XLEN for RV32."
0,"The Sv39 and Sv48 page-based virtual-memory schemes described in Sections 4.4 and 4.5 support a 56-bit physical address space, so the RV64 PMP address registers impose the same limit."
0,Figure 3.27 shows the layout of a PMP configuration register.
0,"The R, W, and X bits, when set, indicate that the PMP entry permits read, write, and instruction execution, respectively."
0,"When one of these bits is clear, the corresponding access type is denied."
0,"The remaining two fields, A and L, are described in the following sections."
0,The A field in a PMP entry's configuration register encodes the address-matching mode of the associated PMP address register.
0,The encoding of this field is shown in Table 3.8.
1,"When A=0, this PMP entry is disabled and matches no addresses."
0,"Two other address-matching modes are supported: naturally aligned power-of-2 regions (NAPOT), including the special case of naturally aligned four-byte regions (NA4); and the top boundary of an arbitrary range (TOR)."
0,These modes support four-byte granularity.
0,"NAPOT ranges make use of the low-order bits of the associated address register to encode the size of the range, as shown in Table 3.9."
1,"If TOR is selected, the associated address register forms the top of the address range, and the preceding PMP address register forms the bottom of the address range."
1,"If PMP entry i's A field is set to TOR, the entry matches any address a such that pmpaddri-1=a < pmpaddri."
1,"If PMP entry 0's A field is set to TOR, zero is used for the lower bound, and so it matches any address a < pmpaddr0."
1,"The L bit indicates that the PMP entry is locked, i.e., writes to the configuration register and associated address registers are ignored."
1,Locked PMP entries may only be unlocked with a system reset.
1,"If PMP entry i is locked, writes to pmpicfg and pmpaddri are ignored."
1,"Additionally, if pmpicfg.A is set to TOR, writes to pmpaddri-1 are ignored."
0,"In addition to locking the PMP entry, the L bit indicates whether the R/W/X permissions are enforced on M-mode accesses."
1,"When the L bit is set, these permissions are enforced for all privilege modes."
1,"When the L bit is clear, any M-mode access matching the PMP entry will succeed; the R/W/X permissions apply only to S and U modes."
0,PMP entries are statically prioritized.
0,The lowest-numbered PMP entry that matches any byte of an access determines whether that access succeeds or fails.
0,"The matching PMP entry must match all bytes of an access, or the access fails, irrespective of the L, R, W, and X bits."
1,"For example, if a PMP entry is configured to match the four-byte range 0xC-0xF, then an 8-byte access to the range 0x8-0xF will fail, assuming that PMP entry is the highest-priority entry that matches those addresses."
1,"If a PMP entry matches all bytes of an access, then the L, R, W, and X bits determine whether the access succeeds or fails."
1,"If the L bit is clear and the privilege mode of the access is M, the access succeeds."
1,"Otherwise, if the L bit is set or the privilege mode of the access is S or U, then the access succeeds only if the R, W, or X bit corresponding to the access type is set."
1,"If no PMP entry matches an M-mode access, the access succeeds."
1,"If no PMP entry matches an S-mode or U-mode access, but at least one PMP entry is implemented, the access fails."
1,"Failed accesses generate a load, store, or instruction access exception."
0,"Note that a single instruction may generate multiple accesses, which may not be mutually atomic."
1,"An access exception is generated if at least one access generated by an instruction fails, though other accesses generated by that instruction may succeed with visible side effects."
0,"Notably, instructions that reference virtual memory are decomposed into multiple accesses."
0,"On some implementations, misaligned loads, stores, and instruction fetches may also be decomposed into multiple accesses, some of which may succeed before an access exception occurs."
0,"In particular, a portion of a misaligned store that passes the PMP check may become visible, even if another portion fails the PMP check."
0,"The same behavior may manifest for floating-point stores wider than XLEN bits (e.g., the FSD instruction in RV32D), even when the store address is naturally aligned."
0,"This chapter describes the RISC-V supervisor-level architecture, which contains a common core that is used with various supervisor-level address translation and protection schemes."
0,Supervisorlevel code relies on a supervisor execution environment to initialize the environment and enter the supervisor code at an entry point defined by the system binary interface (SBI).
0,The SBI also defines function entry points that provide supervisor environment services for supervisor-level code.
0,"Supervisor mode is deliberately restricted in terms of interactions with underlying physical hardware, such as physical memory and device interrupts, to support clean virtualization."
0,"In particular, there is no information about the existence (or non-existence) of higher privilege levels (hypervisor or machine) visible in the CSRs accessible by the supervisor."
0," Many supervisor CSRs are a subset of the equivalent machine-mode CSR, and the machinemode chapter should be read first to help understand the supervisor-level CSR descriptions."
0,The sstatus register is an XLEN-bit read/write register formatted as shown in Figure 4.1 for RV32 and Figure 4.2 for RV64 and RV128.
0,The sstatus register keeps track of the processor's current operating state.
0,The SPP bit indicates the privilege level at which a hart was executing before entering supervisor mode.
0,"When a trap is taken, SPP is set to 0 if the trap originated from user mode, or 1 otherwise."
1,"When an SRET instruction (see Section 3.2.2) is executed to return from the trap handler, the privilege level is set to user mode if the SPP bit is 0, or supervisor mode if the SPP bit is 1; SPP is then set to 0."
0,Figure 4.2: Supervisor-mode status register (sstatus) for RV64 and RV128.
0,The SIE bit enables or disables all interrupts in supervisor mode.
1,"When SIE is clear, interrupts are not taken while in supervisor mode."
1,"When the hart is running in user-mode, the value in SIE is ignored, and supervisor-level interrupts are enabled."
0,The supervisor can disable indivdual interrupt sources using the sie register.
0,The SPIE bit indicates whether supervisor interrupts were enabled prior to trapping into supervisor mode.
1,"When a trap is taken into supervisor mode, SPIE is set to SIE, and SIE is set to 0."
1,"When an SRET instruction is executed, SIE is set to SPIE, then SPIE is set to 1."
0,The UIE bit enables or disables user-mode interrupts.
0,User-level interrupts are enabled only if UIE is set and the hart is running in user-mode.
0,The UPIE bit indicates whether user-level interrupts were enabled prior to taking a user-level trap.
1,"When a URET instruction is executed, UIE is set to UPIE, and UPIE is set to 1."
0,User-level interrupts are optional.
1,"If omitted, the UIE and UPIE bits are hardwired to zero."
0,The sstatus register is a subset of the mstatus register.
0,"In a straightforward implementation, reading or writing any field in sstatus is equivalent to reading or writing the homonymous field in mstatus."
0,"The UXL field controls the value of XLEN for U-mode, termed U-XLEN, which may differ from the value of XLEN for S-mode, termed S-XLEN."
0,"The encoding of UXL is the same as that of the MXL field of misa, shown in Table 3.1."
0,"For RV32 systems, the UXL field does not exist, and U-XLEN=32."
0,"For RV64 and RV128 systems, it is a WARL field that encodes the current value of U-XLEN."
0,"In particular, the implementation may hardwire UXL so that U-XLEN=S-XLEN."
1,"If U-XLEN=S-XLEN, instructions executed in the narrower mode must ignore source register operand bits above the configured XLEN, and must sign-extend results to fill the widest supported XLEN in the destination register."
1,The MXR (Make eXecutable Readable) bit modifies the privilege with which loads access virtual memory.
1,"When MXR=0, only loads from pages marked readable (R=1 in Figure 4.15) will succeed."
1,"When MXR=1, loads from pages marked either readable or executable (R=1 or X=1) will succeed."
1,MXR has no effect when page-based virtual memory is not in effect.
0,"The SUM (permit Supervisor User Memory access) bit modifies the privilege with which S-mode loads, stores, and instruction fetches access virtual memory."
1,"When SUM=0, S-mode memory accesses to pages that are accessible by U-mode (U=1 in Figure 4.15) will fault."
1,"When SUM=1, these accesses are permitted."
0,"SUM has no effect when page-based virtual memory is not in effect, nor when executing in U-mode."
0,The SUM mechanism prevents supervisor software from inadvertently accessing user memory.
0,Operating systems can execute the majority of code with SUM clear; the few code segments that should access user memory can temporarily set SUM.
0,"The stvec register is an XLEN-bit read/write register that holds trap vector configuration, consisting of a vector base address (BASE) and a vector mode (MODE)."
0,"The BASE field in stvec is a WARL field that can hold any valid virtual or physical address, subject to the following alignment constraints: the address must always be at least 4-byte aligned, and the MODE setting may impose additional alignment constraints on the value in the BASE field."
0,The encoding of the MODE field is shown in Table 4.1.
1,"When MODE=Direct, all traps into"
1,supervisor mode cause the pc to be set to the address in the BASE field.
1,"When MODE=Vectored, all synchronous exceptions into supervisor mode cause the pc to be set to the address in the BASE field, whereas interrupts cause the pc to be set to the address in the BASE field plus four times the interrupt cause number."
0,"For example, a supervisor-mode timer interrupt (see Table 4.2) causes the pc to be set to BASE+0x14."
0,"Setting MODE=Vectored may impose an additional alignment constraint on BASE, requiring up to 4XLEN-byte alignment."
1,"When vectored interrupts are enabled, interrupt cause 0, which corresponds to user-mode software interrupts, are vectored to the same location as synchronous exceptions."
0,"This ambiguity does not arise in practice, since user-mode software interrupts are either disabled or delegated to user mode."
0,"The sip register is an XLEN-bit read/write register containing information on pending interrupts, while sie is the corresponding XLEN-bit read/write register containing interrupt enable bits."
0,"Three types of interrupts are defined: software interrupts, timer interrupts, and external interrupts."
0,A supervisor-level software interrupt is triggered on the current hart by writing 1 to its supervisor software interrupt-pending (SSIP) bit in the sip register.
1,A pending supervisor-level software interrupt can be cleared by writing 0 to the SSIP bit in sip.
1,Supervisor-level software interrupts are disabled when the SSIE bit in the sie register is clear.
0,"Interprocessor interrupts are sent to other harts by means of SBI calls, which will ultimately cause the SSIP bit to be set in the recipient hart's sip register."
0,A user-level software interrupt is triggered on the current hart by writing 1 to its user software interrupt-pending (USIP) bit in the sip register.
0,A pending user-level software interrupt can be cleared by writing 0 to the USIP bit in sip.
1,User-level software interrupts are disabled when the USIE bit in the sie register is clear.
1,"If user-level interrupts are not supported, USIP and USIE are hardwired to zero."
1,"All bits besides SSIP, USIP, and UEIP in the sip register are read-only."
1,A supervisor-level timer interrupt is pending if the STIP bit in the sip register is set.
1,Supervisorlevel timer interrupts are disabled when the STIE bit in the sie register is clear.
0,An SBI call to the SEE may be used to clear the pending timer interrupt.
1,A user-level timer interrupt is pending if the UTIP bit in the sip register is set.
1,User-level timer interrupts are disabled when the UTIE bit in the sie register is clear.
1,"If user-level interrupts are supported, the ABI should provide a facility for scheduling timer interrupts in terms of real-time counter values."
1,"If user-level interrupts are not supported, UTIP and UTIE are hardwired to zero."
1,A supervisor-level external interrupt is pending if the SEIP bit in the sip register is set.
1,Supervisorlevel external interrupts are disabled when the SEIE bit in the sie register is clear.
0,"The SBI should provide facilities to mask, unmask, and query the cause of external interrupts."
0,The UEIP field in sip contains a single read-write bit.
0,UEIP may be written by S-mode software to indicate to U-mode that an external interrupt is pending.
0,"Additionally, the platform-level interrupt controller may generate user-level external interrupts."
0,The logical-OR of the software-writeable bit and the signal from the external interrupt controller are used to generate external interrupts for user mode.
0,"When the UEIP bit is read with a CSRRW, CSRRS, or CSRRC instruction, the value returned in the rd destination register contains the logical-OR of the software-writable bit and the interrupt signal from the interrupt controller."
0,"However, the value used in the read-modify-write sequence of a CSRRS or CSRRC instruction is only the software-writable UEIP bit, ignoring the interrupt value from the external interrupt controller."
0,"Analogous to SEIP, the UIEP field behavior is designed to allow a higher privilege layer to mimic external interrupts without losing any real external interrupts."
1,User-level external interrupts are disabled when the UEIE bit in the sie register is clear.
1,"If the N extension for user-level interrupts is not implemented, UEIP and UEIE are hardwired to zero."
0,The sip and sie registers are subsets of the mip and mie registers.
0,"Reading any field, or writing any writable field, of sip/sie effects a read or write of the homonymous field of mip/mie."
0,"Supervisor software uses the same hardware performance monitoring facility as user-mode software, including the time, cycle, and instret CSRs."
0,The SBI should provide a mechanism to modify the counter values.
0,The counter-enable register scounteren controls the availability of the hardware performance monitoring counters to U-mode.
1,"When the CY, TM, IR, or HPMn bit in the scounteren register is clear, attempts to read the cycle, time, instret, or hpmcountern register while executing in U-mode will cause an illegal instruction exception."
1,"When one of these bits is set, access to the corresponding register is permitted."
0,scounteren must be implemented.
0,"However, any of the bits may contain a hardwired value of zero, indicating reads to the corresponding counter will cause an exception when executing in U-mode."
0,"The sscratch register is an XLEN-bit read/write register, dedicated for use by the supervisor."
0,"Typically, sscratch is used to hold a pointer to the hart-local supervisor context while the hart is executing user code."
0,"At the beginning of a trap handler, sscratch is swapped with a user register to provide an initial working register."
0,sepc is an XLEN-bit read/write register formatted as shown in Figure 4.8.
0,The low bit of sepc (sepc[0]) is always zero.
0,"On implementations that do not support instruction-set extensions with 16-bit instruction alignment, the two low bits (sepc[1:0]) are always zero."
0,sepc is a WARL register that must be able to hold all valid physical and virtual addresses.
0,It need not be capable of holding all possible invalid addresses.
0,Implementations may convert some invalid address patterns into other invalid addresses prior to writing them to sepc.
1,"When a trap is taken into S-mode, sepc is written with the virtual address of the instruction that encountered the exception."
0,"Otherwise, sepc is never written by the implementation, though it may be explicitly written by software."
0,The scause register is an XLEN-bit read-write register formatted as shown in Figure 4.9.
1,"When a trap is taken into S-mode, scause is written with a code indicating the event that caused the trap."
0,"Otherwise, scause is never written by the implementation, though it may be explicitly written by software."
1,The Interrupt bit in the scause register is set if the contains a code identifying the last exception.
0,"Table 4.2 lists the possible exception codes for the current supervisor ISAs, in descending order of priority."
0,"The Exception Code is an WLRL field, so is only guaranteed to hold supported exception codes."
0,The stval register is an XLEN-bit read-write register formatted as shown in Figure 4.10.
1,"When a trap is taken into S-mode, stval is written with exception-specific information to assist software in handling the trap."
0,"Otherwise, stval is never written by the implementation, though it may be explicitly written by software."
0,"When a hardware breakpoint is triggered, or an instruction-fetch, load, or store access or page-fault exception occurs, or an instruction-fetch or AMO address-misaligned exception occurs, stval is written with the faulting address."
0,"For other exceptions, stval is set to zero, but a future standard may redefine stval's setting for other exceptions."
0,"For instruction-fetch access faults and page faults on RISC-V systems with variable-length instructions, stval will point to the portion of the instruction that caused the fault while sepc will point to the beginning of the instruction."
0,The stval register can optionally also be used to return the faulting instruction bits on an illegal instruction exception (sepc points to the faulting instruction in memory).
1,"If this feature is not provided, then stval is set to zero on an illegal instruction fault."
1,"If the feature is provided, after an illegal instruction trap, stval will contain the entire faulting instruction provided the instruction is no longer than XLEN bits."
1,"If the instruction is less than XLEN bits long, the upper bits of stval are cleared to zero."
1,"If the instruction is more than XLEN bits long, stval will contain the first XLEN bits of the instruction."
0,stval is a WARL register that must be able to hold all valid physical and virtual addresses and the value 0.
0,It need not be capable of holding all possible invalid addresses.
0,Implementations may convert some invalid address patterns into other invalid addresses prior to writing them to stval.
1,"If the feature to return the faulting instruction bits is implemented, stval must also be able to hold all values less than 2N , where N is the smaller of XLEN and the width of the longest supported instruction."
0,"The satp register is an XLEN-bit read/write register, formatted as shown in Figure 4.11 for RV32 and Figure 4.12, which controls supervisor-mode address translation and protection."
0,"This register holds the physical page number (PPN) of the root page table, i.e., its supervisor physical address divided by 4 KiB; an address space identifier (ASID), which facilitates address-translation fences on a per-address-space basis; and the MODE field, which selects the current address-translation scheme."
0,Figure 4.11: RV32 Supervisor address translation and protection register satp.
0,We store the ASID and the page table base address in the same CSR to allow the pair to be changed atomically on a context switch.
0,"Swapping them non-atomically could pollute the old virtual address space with new translations, or vice-versa."
0,This approach also slightly reduces the cost of a context switch.
0,"Figure 4.12: RV64 Supervisor address translation and protection register satp, for MODE values Sv39 and Sv48."
0,Table 4.3 shows the encodings of the MODE field for RV32 and RV64.
0,"supervisor virtual addresses are equal to supervisor physical addresses, and there is no additional memory protection beyond the physical memory protection scheme described in Section 3.6."
0,"In this case, the remaining fields in satp have no effect."
0,"For RV32, the only other valid setting for MODE is Sv32, a paged virtual-memory scheme described in Section 4.3."
0,"For RV64, two paged virtual-memory schemes are defined: Sv39 and Sv48, described in Sections 4.4 and 4.5, respectively."
0,"Two additional schemes, Sv57 and Sv64, will be defined in a later version of this specification."
0,The remaining MODE settings are reserved for future use and may define different interpretations of the other fields in satp.
1,"Implementations are not required to support all MODE settings, and if satp is written with an unsupported MODE, the entire write has no effect; no fields in satp are modified."
0,The number of supervisor physical address bits is implementation-defined; any unimplemented address bits are hardwired to zero in the satp register.
0,The number of ASID bits is also
0,implementation-defined and may be zero.
0,"The number of implemented ASID bits, termed"
0,"ASIDLEN, may be determined by writing one to every bit position in the ASID field, then reading back the value in satp to see which bit positions in the ASID field hold a one."
1,"The least-significant bits of ASID are implemented first: that is, if ASIDLEN > 0, ASID[ASIDLEN-1:0] is writable."
0,"The maximal value of ASIDLEN, termed ASIDMAX, is 9 for Sv32 or 16 for Sv39 and Sv48"
0,"For many applications, the choice of page size has a substantial performance impact."
0,"A large page size increases TLB reach and loosens the associativity constraints on virtually-indexed, physically-tagged caches."
0,"At the same time, large pages exacerbate internal fragmentation, wasting physical memory and possibly cache capacity."
0," After much deliberation, we have settled on a conventional page size of 4 KiB for both RV32 and RV64."
0,We expect this decision to ease the porting of low-level runtime software and device drivers.
0,The TLB reach problem is ameliorated by transparent superpage support in modern operating systems [2].
0,"Additionally, multi-level TLB hierarchies are quite inexpensive relative to the multi-level cache hierarchies whose address space they map."
0,Note that writing satp does not imply any ordering constraints between page-table updates and subsequent address translations.
1,"If the new address space's page tables have been modified, it may be necessary to execute an SFENCE.VMA instruction (see Section 4.2.1) prior to writing satp."
0,"Not imposing upon implementations to flush address-translation caches upon satp writes reduces the cost of context switches, provided a sufficiently large ASID space."
0,"In addition to the SRET instruction defined in Section 3.2.2, one new supervisor-level instruction is provided."
0,The supervisor memory-management fence instruction SFENCE.VMA is used to synchronize updates to in-memory memory-management data structures with current execution.
0,"Instruction execution causes implicit reads and writes to these data structures; however, these implicit references are ordinarily not ordered with respect to loads and stores in the instruction stream."
0,Executing an SFENCE.VMA instruction guarantees that any stores in the instruction stream prior to the SFENCE.VMA are ordered before all implicit references subsequent to the SFENCE.VMA.
0,The SFENCE.VMA is used to flush any local hardware caches related to address translation.
0,It is specified as a fence rather than a TLB flush to provide cleaner semantics with respect to which instructions are affected by the flush operation and to support a wider variety of dynamic caching structures and memory-management schemes.
0,SFENCE.VMA is also used by higher privilege levels to synchronize page table writes and the address translation hardware.
0,"Note the instruction has no effect on the translations of other RISC-V threads, which must be notified separately."
0,"One approach is to use 1) a local data fence to ensure local writes are visible globally, then 2) an interprocessor interrupt to the other thread, then 3) a local SFENCE.VMA in the interrupt handler of the remote thread, and finally 4) signal back to originating thread that operation is complete."
0,"This is, of course, the RISC-V analog to a TLB shootdown."
0,"Alternatively, implementations might provide direct hardware support for remote TLB invalidation."
0,TLB shootdowns are handled by an SBI call to hide implementation details.
0,"For the common case that the translation data structures have only been modified for a single address mapping (i.e., one page or superpage), rs1 can specify a virtual address within that mapping to effect a translation fence for that mapping only."
0,"Furthermore, for the common case that the translation data structures have only been modified for a single address-space identifier, rs2 can specify the address space."
0,The behavior of SFENCE.VMA depends on rs1 and rs2 as follows:
0," If rs1=x0 and rs2=x0, the fence orders all reads and writes made to any level of the page tables, for all address spaces."
1,"If rs1=x0 and rs2=x0, the fence orders all reads and writes made to any level of the page tables, but only for the address space identified by integer register rs2."
0,Accesses to global mappings (see Section 4.3.1) are not ordered.
1,"If rs1=x0 and rs2=x0, the fence orders only reads and writes made to the leaf page table entry corresponding to the virtual address in rs1, for all address spaces."
1,"If rs1=x0 and rs2=x0, the fence orders only reads and writes made to the leaf page table entry corresponding to the virtual address in rs1, for the address space identified by integer register rs2."
0,Accesses to global mappings are not ordered.
1,"When rs2=x0, bits XLEN-1:ASIDMAX of the value held in rs2 are reserved for future use and should be zeroed by software and ignored by current implementations."
1,"Furthermore, if ASI DLEN < ASIDMAX, the implementation shall ignore bits ASIDMAX-1:ASIDLEN of the value held in rs2."
